CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
0.4,54.0,28.0,44.0,22.0,2.0,1009.0,2014-05-05 07:00:00
0.3,30.0,64.0,,24.0,2.0,1009.0,2014-05-05 08:00:00
0.3,20.0,78.0,,,2.0,1009.0,2014-05-05 09:00:00
0.2,20.0,82.0,48.0,16.0,2.0,1009.0,2014-05-05 10:00:00
0.2,18.0,89.0,41.0,14.0,2.0,1009.0,2014-05-05 11:00:00
0.2,14.0,99.0,20.0,16.0,2.0,1009.0,2014-05-05 12:00:00
0.2,12.0,105.0,14.0,10.0,3.0,1009.0,2014-05-05 13:00:00
0.2,12.0,104.8,13.5,9.0,2.6,1009.0,2014-05-05 14:00:00
0.3,23.0,102.0,30.0,20.0,4.0,1009.0,2014-05-05 15:00:00
0.3,26.0,106.0,,55.0,4.0,1009.0,2014-05-05 16:00:00
0.3,24.0,116.0,44.0,29.0,4.0,1009.0,2014-05-05 17:00:00
0.3,26.0,115.0,67.0,22.0,4.0,1009.0,2014-05-05 18:00:00
0.3,32.0,104.0,59.0,26.0,3.0,1009.0,2014-05-05 19:00:00
0.4,46.0,84.0,65.0,40.0,4.0,1009.0,2014-05-05 20:00:00
0.5,65.0,58.0,81.0,34.0,5.0,1009.0,2014-05-05 21:00:00
0.5,70.0,50.0,81.0,35.0,6.0,1009.0,2014-05-05 22:00:00
0.6,66.0,51.0,76.0,43.0,11.0,1009.0,2014-05-05 23:00:00
0.6,48.0,60.0,81.0,47.0,15.0,1009.0,2014-05-06 00:00:00
0.6,62.0,41.0,88.0,48.0,17.0,1009.0,2014-05-06 01:00:00
0.6,54.0,46.0,80.0,46.0,18.0,1009.0,2014-05-06 02:00:00
0.7,64.0,34.0,81.0,51.0,20.0,1009.0,2014-05-06 03:00:00
1.0,90.0,5.0,81.0,62.0,15.0,1009.0,2014-05-06 04:00:00
1.3,96.0,2.0,109.0,70.0,15.0,1009.0,2014-05-06 05:00:00
1.2,92.0,2.0,104.0,61.0,15.0,1009.0,2014-05-06 06:00:00
1.3,84.0,12.0,109.0,58.0,25.0,1009.0,2014-05-06 07:00:00
1.2,84.0,17.0,110.0,63.0,34.0,1009.0,2014-05-06 08:00:00
1.0,80.0,28.0,104.0,66.0,38.0,1009.0,2014-05-06 09:00:00
0.9,65.0,53.0,,,42.0,1009.0,2014-05-06 10:00:00
0.9,65.0,53.1,,315.0,41.7,1009.0,2014-05-06 11:00:00
,,,,,,,2014-05-06 12:00:00
,,,,,,,2014-05-06 13:00:00
,,,,,,,2014-05-06 14:00:00
,,,,,,,2014-05-06 15:00:00
,,,,,,,2014-05-06 16:00:00
,,,,,,,2014-05-06 17:00:00
,,,,,,,2014-05-06 18:00:00
,,,,,,,2014-05-06 19:00:00
,,,,,,,2014-05-06 20:00:00
,,,,,,,2014-05-06 21:00:00
,,,,,,,2014-05-06 22:00:00
,,,,,,,2014-05-06 23:00:00
,,,,,,,2014-05-07 00:00:00
,,,,,,,2014-05-07 01:00:00
,,,,,,,2014-05-07 02:00:00
,,,,,,,2014-05-07 03:00:00
,,,,,,,2014-05-07 04:00:00
,,,,,,,2014-05-07 05:00:00
,,,,,,,2014-05-07 06:00:00
,,,,,,,2014-05-07 07:00:00
,,,,,,,2014-05-07 08:00:00
,,,,33.0,,1009.0,2014-05-07 09:00:00
,,,,13.0,,1009.0,2014-05-07 10:00:00
,,,,26.0,,1009.0,2014-05-07 11:00:00
,,,,,,,2014-05-07 12:00:00
,,,74.0,20.0,,1009.0,2014-05-07 13:00:00
,,,66.0,21.0,,1009.0,2014-05-07 14:00:00
,,,59.0,18.0,,1009.0,2014-05-07 15:00:00
,,,44.0,12.0,,1009.0,2014-05-07 16:00:00
,,,38.0,12.0,,1009.0,2014-05-07 17:00:00
,,,34.0,9.0,,1009.0,2014-05-07 18:00:00
0.3,19.0,97.0,37.0,8.0,2.0,1009.0,2014-05-07 19:00:00
0.4,25.0,87.0,40.0,12.0,2.0,1009.0,2014-05-07 20:00:00
0.4,37.0,67.0,72.0,21.0,2.0,1009.0,2014-05-07 21:00:00
0.4,34.0,72.0,57.0,20.0,2.0,1009.0,2014-05-07 22:00:00
0.5,51.0,52.0,72.0,22.0,2.0,1009.0,2014-05-07 23:00:00
1.1,64.0,55.0,141.0,72.0,6.0,1009.0,2014-05-08 00:00:00
1.2,64.0,57.0,124.0,100.0,7.0,1009.0,2014-05-08 01:00:00
1.4,79.0,32.0,128.0,124.0,9.0,1009.0,2014-05-08 02:00:00
1.5,81.0,16.0,134.0,115.0,7.0,1009.0,2014-05-08 03:00:00
1.5,84.0,7.0,125.0,116.0,3.0,1009.0,2014-05-08 04:00:00
1.5,87.0,7.0,117.0,110.0,3.0,1009.0,2014-05-08 05:00:00
1.8,99.0,2.0,151.0,134.0,4.0,1009.0,2014-05-08 06:00:00
1.9,75.0,34.0,124.0,117.0,8.0,1009.0,2014-05-08 07:00:00
1.9,50.0,85.0,105.0,93.0,22.0,1009.0,2014-05-08 08:00:00
1.4,44.0,99.0,92.0,85.0,30.0,1009.0,2014-05-08 09:00:00
1.0,33.0,118.0,93.0,69.0,23.0,1009.0,2014-05-08 10:00:00
0.9,26.0,128.0,74.0,56.0,18.0,1009.0,2014-05-08 11:00:00
0.9,22.0,139.0,68.0,59.0,16.0,1009.0,2014-05-08 12:00:00
0.9,22.0,144.0,73.0,58.0,15.0,1009.0,2014-05-08 13:00:00
0.8,23.0,150.0,76.0,59.0,12.0,1009.0,2014-05-08 14:00:00
0.8,21.0,163.0,83.0,64.0,13.0,1009.0,2014-05-08 15:00:00
0.8,29.0,164.0,92.0,61.0,14.0,1009.0,2014-05-08 16:00:00
0.8,27.0,176.0,87.0,64.0,17.0,1009.0,2014-05-08 17:00:00
0.8,30.0,167.0,94.0,56.0,14.0,1009.0,2014-05-08 18:00:00
0.8,38.0,152.0,96.0,51.0,12.0,1009.0,2014-05-08 19:00:00
1.3,61.0,108.0,136.0,68.0,17.0,1009.0,2014-05-08 20:00:00
1.6,69.0,86.0,136.0,62.0,20.0,1009.0,2014-05-08 21:00:00
1.3,68.0,76.0,106.0,52.0,21.0,1009.0,2014-05-08 22:00:00
1.1,72.0,70.0,118.0,55.0,32.0,1009.0,2014-05-08 23:00:00
1.2,79.0,56.0,123.0,68.0,36.0,1009.0,2014-05-09 00:00:00
1.2,72.0,59.0,113.0,76.0,32.0,1009.0,2014-05-09 01:00:00
1.1,61.0,63.0,100.0,69.0,27.0,1009.0,2014-05-09 02:00:00
1.0,49.0,74.0,87.0,67.0,27.0,1009.0,2014-05-09 03:00:00
0.8,39.0,79.0,70.0,59.0,26.0,1009.0,2014-05-09 04:00:00
0.8,34.0,66.0,87.0,60.0,25.0,1009.0,2014-05-09 05:00:00
1.9,58.0,62.0,103.0,75.0,48.0,1009.0,2014-05-09 06:00:00
2.8,79.0,53.0,141.0,82.0,77.0,1009.0,2014-05-09 07:00:00
3.4,95.0,38.0,158.0,89.0,90.0,1009.0,2014-05-09 08:00:00
3.1,85.0,44.0,168.0,90.0,80.0,1009.0,2014-05-09 09:00:00
2.6,75.0,52.0,148.0,89.0,64.0,1009.0,2014-05-09 10:00:00
1.9,58.0,66.0,121.0,77.0,43.0,1009.0,2014-05-09 11:00:00
1.8,52.0,75.0,108.0,77.0,34.0,1009.0,2014-05-09 12:00:00
1.8,51.6,74.9,107.6,76.0,34.3,1009.0,2014-05-09 13:00:00
1.2,44.0,97.0,86.0,60.0,34.0,1009.0,2014-05-09 14:00:00
1.2,43.5,97.0,86.4,60.0,33.9,1009.0,2014-05-09 15:00:00
1.6,53.7,85.7,108.9,68.0,30.9,1009.0,2014-05-09 16:00:00
0.8,28.0,144.0,78.0,38.0,25.0,1009.0,2014-05-09 17:00:00
0.7,28.0,142.0,82.0,38.0,16.0,1009.0,2014-05-09 18:00:00
0.6,32.0,134.0,105.0,31.0,16.0,1009.0,2014-05-09 19:00:00
0.6,32.0,125.0,106.0,38.0,10.0,1009.0,2014-05-09 20:00:00
0.8,37.0,112.0,117.0,47.0,14.0,1009.0,2014-05-09 21:00:00
1.1,38.0,104.0,106.0,50.0,19.0,1009.0,2014-05-09 22:00:00
1.2,38.0,102.0,97.0,52.0,20.0,1009.0,2014-05-09 23:00:00
1.1,34.0,100.0,84.0,50.0,20.0,1009.0,2014-05-10 00:00:00
1.2,37.0,88.0,76.0,53.0,22.0,1009.0,2014-05-10 01:00:00
1.2,43.0,76.0,74.0,44.0,25.0,1009.0,2014-05-10 02:00:00
1.3,41.0,73.0,68.0,43.0,27.0,1009.0,2014-05-10 03:00:00
1.2,39.0,72.0,66.0,40.0,28.0,1009.0,2014-05-10 04:00:00
1.2,46.0,62.0,66.0,38.0,26.0,1009.0,2014-05-10 05:00:00
1.3,50.0,57.0,77.0,43.0,27.0,1009.0,2014-05-10 06:00:00
1.4,50.0,59.0,78.0,41.0,33.0,1009.0,2014-05-10 07:00:00
1.4,48.0,63.0,84.0,44.0,39.0,1009.0,2014-05-10 08:00:00
1.4,50.0,65.0,87.0,43.0,39.0,1009.0,2014-05-10 09:00:00
1.5,54.0,65.0,92.0,55.0,42.0,1009.0,2014-05-10 10:00:00
1.4,50.0,76.0,96.0,56.0,42.0,1009.0,2014-05-10 11:00:00
1.5,53.0,75.0,98.0,56.0,43.0,1009.0,2014-05-10 12:00:00
1.6,53.0,81.0,99.0,65.0,44.0,1009.0,2014-05-10 13:00:00
1.4,49.0,97.0,90.0,61.0,43.0,1009.0,2014-05-10 14:00:00
1.3,43.0,111.0,87.0,58.0,36.0,1009.0,2014-05-10 15:00:00
1.3,47.0,110.0,93.0,65.0,32.0,1009.0,2014-05-10 16:00:00
1.3,54.0,106.0,101.0,60.0,30.0,1009.0,2014-05-10 17:00:00
1.5,66.0,96.0,110.0,59.0,28.0,1009.0,2014-05-10 18:00:00
1.6,76.0,80.0,124.0,70.0,25.0,1009.0,2014-05-10 19:00:00
1.0,54.0,84.0,80.0,54.0,16.0,1009.0,2014-05-10 20:00:00
1.4,80.0,46.0,125.0,66.0,14.0,1009.0,2014-05-10 21:00:00
1.5,68.0,52.0,99.0,48.0,20.0,1009.0,2014-05-10 22:00:00
1.0,38.0,74.0,60.0,31.0,4.0,1009.0,2014-05-10 23:00:00
0.9,46.0,42.0,34.0,28.0,2.0,1009.0,2014-05-11 00:00:00
1.2,42.0,46.0,25.0,22.0,2.0,1009.0,2014-05-11 01:00:00
1.4,44.0,46.0,,45.0,2.0,1009.0,2014-05-11 02:00:00
1.4,28.0,64.0,,49.0,2.0,1009.0,2014-05-11 03:00:00
1.3,23.0,62.0,,46.0,2.0,1009.0,2014-05-11 04:00:00
1.1,8.0,78.0,,42.0,2.0,1009.0,2014-05-11 05:00:00
1.0,15.0,84.0,,39.0,2.0,1009.0,2014-05-11 06:00:00
0.9,17.0,81.0,,37.0,2.0,1009.0,2014-05-11 07:00:00
0.8,22.0,79.0,,29.0,2.0,1009.0,2014-05-11 08:00:00
0.8,25.0,77.0,,22.0,2.0,1009.0,2014-05-11 09:00:00
0.9,25.0,73.0,,23.0,2.0,1009.0,2014-05-11 10:00:00
0.9,26.0,80.0,,20.0,2.0,1009.0,2014-05-11 11:00:00
0.8,27.0,85.0,,17.0,2.0,1009.0,2014-05-11 12:00:00
0.7,25.0,95.0,,11.0,2.0,1009.0,2014-05-11 13:00:00
0.7,24.0,100.0,,13.0,2.0,1009.0,2014-05-11 14:00:00
0.7,23.9,99.9,,13.0,2.0,1009.0,2014-05-11 15:00:00
0.6,18.0,110.0,,8.0,2.0,1009.0,2014-05-11 16:00:00
0.6,20.0,106.0,5.0,3.0,2.0,1009.0,2014-05-11 17:00:00
0.7,27.0,86.0,5.0,4.0,2.0,1009.0,2014-05-11 18:00:00
0.7,37.0,79.0,17.0,16.0,2.0,1009.0,2014-05-11 19:00:00
0.7,32.0,85.0,19.0,18.0,2.0,1009.0,2014-05-11 20:00:00
0.7,38.0,70.0,23.0,23.0,2.0,1009.0,2014-05-11 21:00:00
0.8,43.0,55.0,27.0,24.0,2.0,1009.0,2014-05-11 22:00:00
0.8,41.0,44.0,24.0,18.0,2.0,1009.0,2014-05-11 23:00:00
0.9,59.0,16.0,27.0,22.0,2.0,1009.0,2014-05-12 00:00:00
0.9,69.0,2.0,27.0,25.0,2.0,1009.0,2014-05-12 01:00:00
0.9,64.0,2.0,,34.0,2.0,1009.0,2014-05-12 02:00:00
0.7,57.0,10.0,,28.0,2.0,1009.0,2014-05-12 03:00:00
0.7,52.0,6.0,,34.0,2.0,1009.0,2014-05-12 04:00:00
0.8,52.0,2.0,21.0,21.0,2.0,1009.0,2014-05-12 05:00:00
0.9,46.0,2.0,30.0,29.0,2.0,1009.0,2014-05-12 06:00:00
1.2,55.0,3.0,53.0,43.0,2.0,1009.0,2014-05-12 07:00:00
2.1,84.0,6.0,68.0,57.0,2.0,1009.0,2014-05-12 08:00:00
1.0,55.0,46.0,,35.0,4.0,1009.0,2014-05-12 09:00:00
0.4,27.0,88.0,22.0,19.0,2.0,1009.0,2014-05-12 10:00:00
0.4,30.0,99.0,51.0,17.0,3.0,1009.0,2014-05-12 11:00:00
0.4,22.0,113.0,47.0,11.0,2.0,1009.0,2014-05-12 12:00:00
0.4,21.8,113.4,,10.0,2.0,1009.0,2014-05-12 13:00:00
0.3,16.0,139.0,26.0,16.0,2.0,1009.0,2014-05-12 14:00:00
0.3,18.0,144.0,43.0,14.0,2.0,1009.0,2014-05-12 15:00:00
0.4,20.0,155.0,66.0,25.0,4.0,1009.0,2014-05-12 16:00:00
0.5,26.0,154.0,91.0,28.0,6.0,1009.0,2014-05-12 17:00:00
0.7,45.0,133.0,104.0,37.0,6.0,1009.0,2014-05-12 18:00:00
0.7,49.0,131.0,123.0,44.0,8.0,1009.0,2014-05-12 19:00:00
0.8,61.0,115.0,158.0,61.0,10.0,1009.0,2014-05-12 20:00:00
0.8,58.0,98.0,157.0,60.0,11.0,1009.0,2014-05-12 21:00:00
0.9,62.0,71.0,139.0,58.0,11.0,1009.0,2014-05-12 22:00:00
0.8,48.0,91.0,100.0,52.0,19.0,1009.0,2014-05-12 23:00:00
0.7,42.0,92.0,96.0,41.0,17.0,1009.0,2014-05-13 00:00:00
0.7,51.0,74.0,97.0,40.0,14.0,1009.0,2014-05-13 01:00:00
0.6,51.0,64.0,101.0,39.0,14.0,1009.0,2014-05-13 02:00:00
0.7,67.0,37.0,102.0,38.0,7.0,1009.0,2014-05-13 03:00:00
0.8,74.0,2.0,107.0,42.0,4.0,1009.0,2014-05-13 04:00:00
0.7,56.0,2.0,110.0,48.0,4.0,1009.0,2014-05-13 05:00:00
0.9,71.0,2.0,108.0,47.0,3.0,1009.0,2014-05-13 06:00:00
1.2,68.0,2.0,139.0,56.0,4.0,1009.0,2014-05-13 07:00:00
1.3,104.0,11.0,168.0,79.0,13.0,1009.0,2014-05-13 08:00:00
1.3,104.0,11.0,168.0,79.0,13.0,1009.0,2014-05-13 09:00:00
1.5,131.0,17.0,196.0,93.0,20.0,1009.0,2014-05-13 10:00:00
1.5,137.0,34.0,227.0,106.0,26.0,1009.0,2014-05-13 11:00:00
1.3,128.0,68.0,180.0,96.0,24.0,1009.0,2014-05-13 12:00:00
1.3,127.6,67.6,180.3,96.0,23.5,1009.0,2014-05-13 13:00:00
0.7,49.0,127.0,121.0,59.0,16.0,1009.0,2014-05-13 14:00:00
0.5,25.0,136.0,93.0,40.0,12.0,1009.0,2014-05-13 15:00:00
0.5,25.3,135.6,92.6,40.0,11.8,1009.0,2014-05-13 16:00:00
0.3,17.0,124.0,85.0,25.0,3.0,1009.0,2014-05-13 17:00:00
0.3,18.0,120.0,78.0,20.0,4.0,1009.0,2014-05-13 18:00:00
0.3,26.0,107.0,85.0,20.0,4.0,1009.0,2014-05-13 19:00:00
0.4,32.0,94.0,114.0,23.0,3.0,1009.0,2014-05-13 20:00:00
0.3,23.0,98.0,87.0,24.0,2.0,1009.0,2014-05-13 21:00:00
0.3,21.0,97.0,83.0,16.0,3.0,1009.0,2014-05-13 22:00:00
0.3,23.0,88.0,75.0,14.0,2.0,1009.0,2014-05-13 23:00:00
0.2,21.0,89.0,107.0,15.0,2.0,1009.0,2014-05-14 00:00:00
0.2,17.0,80.0,162.0,22.0,2.0,1009.0,2014-05-14 01:00:00
0.2,19.0,76.0,156.0,22.0,2.0,1009.0,2014-05-14 02:00:00
0.2,21.0,74.0,137.0,22.0,2.0,1009.0,2014-05-14 03:00:00
0.2,15.0,82.0,114.0,20.0,7.0,1009.0,2014-05-14 04:00:00
0.2,14.0,79.0,86.0,13.0,8.0,1009.0,2014-05-14 05:00:00
0.3,15.0,76.0,74.0,14.0,7.0,1009.0,2014-05-14 06:00:00
0.3,16.0,70.0,73.0,11.0,7.0,1009.0,2014-05-14 07:00:00
0.3,20.0,65.0,56.0,9.0,7.0,1009.0,2014-05-14 08:00:00
0.3,17.0,70.0,38.0,8.0,7.0,1009.0,2014-05-14 09:00:00
0.3,18.0,71.0,36.0,8.0,6.0,1009.0,2014-05-14 10:00:00
0.3,16.0,75.0,30.0,15.0,7.0,1009.0,2014-05-14 11:00:00
0.3,17.0,77.0,28.0,16.0,7.0,1009.0,2014-05-14 12:00:00
0.3,17.0,80.0,27.0,10.0,6.0,1009.0,2014-05-14 13:00:00
0.3,14.0,91.0,18.0,11.0,7.0,1009.0,2014-05-14 14:00:00
0.3,12.0,101.0,21.0,12.0,7.0,1009.0,2014-05-14 15:00:00
0.2,16.0,99.0,21.0,10.0,6.0,1009.0,2014-05-14 16:00:00
0.3,21.0,94.0,21.0,9.0,6.0,1009.0,2014-05-14 17:00:00
0.3,31.0,83.0,30.0,17.0,8.0,1009.0,2014-05-14 18:00:00
0.4,42.0,76.0,46.0,13.0,6.0,1009.0,2014-05-14 19:00:00
0.5,54.0,59.0,62.0,22.0,5.0,1009.0,2014-05-14 20:00:00
0.5,76.0,32.0,77.0,27.0,5.0,1009.0,2014-05-14 21:00:00
0.6,92.0,11.0,84.0,27.0,5.0,1009.0,2014-05-14 22:00:00
0.5,87.0,11.0,86.0,29.0,4.0,1009.0,2014-05-14 23:00:00
0.6,93.0,2.0,85.0,32.0,5.0,1009.0,2014-05-15 00:00:00
0.6,90.0,2.0,87.0,37.0,5.0,1009.0,2014-05-15 01:00:00
0.7,87.0,2.0,120.0,41.0,3.0,1009.0,2014-05-15 02:00:00
0.8,83.0,2.0,93.0,38.0,3.0,1009.0,2014-05-15 03:00:00
0.9,73.0,2.0,112.0,45.0,5.0,1009.0,2014-05-15 04:00:00
0.8,57.0,2.0,112.0,45.0,5.0,1009.0,2014-05-15 05:00:00
0.6,74.0,2.0,71.0,36.0,3.0,1009.0,2014-05-15 06:00:00
0.5,63.0,15.0,52.0,26.0,5.0,1009.0,2014-05-15 07:00:00
0.5,59.0,25.0,56.0,23.0,6.0,1009.0,2014-05-15 08:00:00
0.7,72.0,22.0,70.0,28.0,6.0,1009.0,2014-05-15 09:00:00
0.7,76.0,27.0,96.0,31.0,10.0,1009.0,2014-05-15 10:00:00
