CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM25_Concentration,SO2_Concentration,station_id,time
1.3,109.5,58.1,99.0,57.0,27.7,1031.0,2014-05-09 20:00:00
1.2,125.8,40.4,106.9,55.0,24.9,1031.0,2014-05-09 21:00:00
1.0,76.9,90.7,146.4,47.0,19.7,1031.0,2014-05-09 22:00:00
0.9,73.5,94.2,122.8,44.0,19.6,1031.0,2014-05-09 23:00:00
1.0,81.2,84.4,98.4,44.0,21.4,1031.0,2014-05-10 00:00:00
1.1,95.6,62.6,92.6,56.0,21.9,1031.0,2014-05-10 01:00:00
1.1,86.1,66.7,88.3,53.0,22.1,1031.0,2014-05-10 02:00:00
1.1,65.7,75.2,82.0,54.0,19.2,1031.0,2014-05-10 03:00:00
1.0,142.3,2.0,74.4,51.0,20.7,1031.0,2014-05-10 04:00:00
0.9,128.7,32.4,65.3,40.0,20.2,1031.0,2014-05-10 05:00:00
0.8,,4.8,59.3,40.0,18.5,1031.0,2014-05-10 06:00:00
0.9,132.2,2.0,69.3,46.0,18.5,1031.0,2014-05-10 07:00:00
1.0,113.1,14.4,69.9,42.0,20.1,1031.0,2014-05-10 08:00:00
1.0,102.0,24.6,70.9,41.0,22.2,1031.0,2014-05-10 09:00:00
1.0,61.9,65.7,69.6,43.0,24.5,1031.0,2014-05-10 10:00:00
1.0,56.5,73.7,71.2,43.0,24.4,1031.0,2014-05-10 11:00:00
0.9,46.8,86.3,69.5,48.0,23.7,1031.0,2014-05-10 12:00:00
0.9,35.5,99.9,55.3,45.0,23.6,1031.0,2014-05-10 13:00:00
0.9,38.9,100.6,77.8,44.0,24.2,1031.0,2014-05-10 14:00:00
0.9,49.0,93.0,70.7,52.0,24.0,1031.0,2014-05-10 15:00:00
0.9,50.0,99.0,72.8,56.0,24.8,1031.0,2014-05-10 16:00:00
0.9,50.5,106.2,70.4,56.0,27.1,1031.0,2014-05-10 17:00:00
0.9,60.7,103.8,62.6,50.0,25.6,1031.0,2014-05-10 18:00:00
1.0,73.6,97.3,62.8,45.0,23.3,1031.0,2014-05-10 19:00:00
1.1,82.8,90.6,70.4,55.0,23.2,1031.0,2014-05-10 20:00:00
1.1,100.2,70.8,72.4,60.0,24.1,1031.0,2014-05-10 21:00:00
1.1,148.6,18.8,73.3,58.0,24.6,1031.0,2014-05-10 22:00:00
1.1,132.1,21.2,80.7,52.0,20.9,1031.0,2014-05-10 23:00:00
1.0,49.1,72.7,86.3,48.0,8.8,1031.0,2014-05-11 00:00:00
1.1,82.0,18.0,49.1,47.0,2.7,1031.0,2014-05-11 01:00:00
1.1,34.8,63.4,,44.0,2.4,1031.0,2014-05-11 02:00:00
1.1,40.2,53.4,,49.0,2.0,1031.0,2014-05-11 03:00:00
1.0,47.0,55.4,,42.0,2.0,1031.0,2014-05-11 04:00:00
0.9,16.5,102.0,,27.0,2.0,1031.0,2014-05-11 05:00:00
0.8,13.8,102.0,,27.0,2.0,1031.0,2014-05-11 06:00:00
0.7,18.3,106.7,,22.0,2.0,1031.0,2014-05-11 07:00:00
0.6,10.4,122.5,,20.0,2.0,1031.0,2014-05-11 08:00:00
0.6,12.1,120.4,,15.0,2.0,1031.0,2014-05-11 09:00:00
0.6,24.7,105.7,,17.0,2.0,1031.0,2014-05-11 10:00:00
0.6,23.8,111.7,,12.0,2.0,1031.0,2014-05-11 11:00:00
0.5,23.2,120.9,,7.0,2.0,1031.0,2014-05-11 12:00:00
0.5,24.7,117.5,,3.0,2.0,1031.0,2014-05-11 13:00:00
0.6,38.0,99.8,,3.0,2.0,1031.0,2014-05-11 14:00:00
0.5,33.5,108.3,,3.0,2.0,1031.0,2014-05-11 15:00:00
0.7,54.3,90.5,,3.0,8.7,1031.0,2014-05-11 16:00:00
0.7,51.6,95.1,,18.0,9.2,1031.0,2014-05-11 17:00:00
0.7,55.2,87.5,,13.0,7.3,1031.0,2014-05-11 18:00:00
0.8,48.8,80.9,,13.0,8.8,1031.0,2014-05-11 19:00:00
0.8,43.5,79.1,,16.0,13.6,1031.0,2014-05-11 20:00:00
0.7,52.4,66.9,,23.0,12.6,1031.0,2014-05-11 21:00:00
0.5,36.4,79.2,,14.0,9.5,1031.0,2014-05-11 22:00:00
0.4,30.8,85.3,,5.0,8.2,1031.0,2014-05-11 23:00:00
0.4,28.8,89.8,,9.0,9.9,1031.0,2014-05-12 00:00:00
0.4,31.1,80.7,,3.0,6.1,1031.0,2014-05-12 01:00:00
0.6,30.2,78.8,,7.0,18.8,1031.0,2014-05-12 02:00:00
0.6,34.0,73.1,,11.0,23.0,1031.0,2014-05-12 03:00:00
0.5,31.5,71.2,,17.0,22.6,1031.0,2014-05-12 04:00:00
0.7,31.4,67.8,,15.0,33.4,1031.0,2014-05-12 05:00:00
0.6,29.6,64.8,,21.0,23.7,1031.0,2014-05-12 06:00:00
0.6,30.8,68.3,,20.0,26.4,1031.0,2014-05-12 07:00:00
0.5,31.6,75.9,,15.0,18.7,1031.0,2014-05-12 08:00:00
0.4,39.7,80.4,,16.0,18.9,1031.0,2014-05-12 09:00:00
0.4,25.5,92.6,40.8,15.0,11.7,1031.0,2014-05-12 10:00:00
0.4,27.1,97.3,26.7,13.0,8.7,1031.0,2014-05-12 11:00:00
0.5,27.9,104.3,37.0,12.0,11.3,1031.0,2014-05-12 12:00:00
0.5,23.0,114.9,35.7,22.0,14.0,1031.0,2014-05-12 13:00:00
0.5,34.9,107.6,28.9,19.0,15.4,1031.0,2014-05-12 14:00:00
0.4,29.0,119.0,38.2,18.0,9.6,1031.0,2014-05-12 15:00:00
0.4,43.6,112.3,42.6,16.0,7.4,1031.0,2014-05-12 16:00:00
0.4,32.7,124.9,30.5,15.0,5.9,1031.0,2014-05-12 17:00:00
0.4,54.4,107.5,32.0,17.0,7.1,1031.0,2014-05-12 18:00:00
0.4,101.3,57.3,60.9,19.0,10.3,1031.0,2014-05-12 19:00:00
0.4,96.1,65.2,54.4,21.0,5.9,1031.0,2014-05-12 20:00:00
0.3,47.6,89.8,67.2,16.0,2.8,1031.0,2014-05-12 21:00:00
0.3,85.3,40.1,75.9,25.0,3.0,1031.0,2014-05-12 22:00:00
0.3,55.8,75.5,35.9,13.0,4.9,1031.0,2014-05-12 23:00:00
0.4,84.7,53.1,30.1,15.0,9.0,1031.0,2014-05-13 00:00:00
0.3,54.6,71.0,47.1,13.0,5.4,1031.0,2014-05-13 01:00:00
0.3,44.9,77.5,42.3,7.0,5.9,1031.0,2014-05-13 02:00:00
0.3,58.9,53.8,33.7,9.0,4.8,1031.0,2014-05-13 03:00:00
0.3,59.4,57.5,31.5,16.0,4.6,1031.0,2014-05-13 04:00:00
0.3,71.5,54.2,35.3,15.0,4.6,1031.0,2014-05-13 05:00:00
0.3,,51.7,31.6,15.0,4.4,1031.0,2014-05-13 06:00:00
0.3,56.0,61.4,47.6,16.0,4.7,1031.0,2014-05-13 07:00:00
0.3,83.0,34.5,43.0,18.0,8.5,1031.0,2014-05-13 08:00:00
0.4,38.8,80.4,56.8,20.0,11.0,1031.0,2014-05-13 09:00:00
0.5,47.6,69.7,75.0,32.0,21.2,1031.0,2014-05-13 10:00:00
0.6,38.5,100.2,72.2,34.0,36.1,1031.0,2014-05-13 11:00:00
0.7,46.9,97.3,95.1,35.0,29.7,1031.0,2014-05-13 12:00:00
0.6,42.9,97.1,184.5,53.0,20.8,1031.0,2014-05-13 13:00:00
0.4,29.4,117.9,131.5,34.0,5.3,1031.0,2014-05-13 14:00:00
0.3,30.5,118.2,101.2,35.0,4.3,1031.0,2014-05-13 15:00:00
0.4,43.6,102.2,124.5,28.0,10.0,1031.0,2014-05-13 16:00:00
0.4,39.4,99.8,101.2,30.0,9.2,1031.0,2014-05-13 17:00:00
0.3,44.5,93.3,63.2,22.0,2.3,1031.0,2014-05-13 18:00:00
0.3,26.8,114.3,92.7,28.0,2.0,1031.0,2014-05-13 19:00:00
0.3,23.8,114.4,95.4,28.0,2.0,1031.0,2014-05-13 20:00:00
0.2,30.7,102.3,107.6,29.0,2.0,1031.0,2014-05-13 21:00:00
0.3,50.1,76.0,91.5,21.0,3.3,1031.0,2014-05-13 22:00:00
0.2,37.3,78.0,110.0,18.0,2.1,1031.0,2014-05-13 23:00:00
0.2,27.5,84.1,153.0,23.0,3.3,1031.0,2014-05-14 00:00:00
0.2,21.1,83.1,189.1,36.0,2.0,1031.0,2014-05-14 01:00:00
0.2,14.0,91.0,156.0,34.0,2.0,1031.0,2014-05-14 02:00:00
0.2,13.2,93.2,127.6,22.0,2.0,1031.0,2014-05-14 03:00:00
0.3,34.9,62.4,134.3,29.0,7.0,1031.0,2014-05-14 04:00:00
0.3,42.0,54.6,106.6,22.0,15.2,1031.0,2014-05-14 05:00:00
0.4,60.4,38.8,97.2,21.0,14.9,1031.0,2014-05-14 06:00:00
0.4,47.2,42.7,89.2,21.0,12.5,1031.0,2014-05-14 07:00:00
0.5,40.0,43.6,70.7,20.0,19.3,1031.0,2014-05-14 08:00:00
0.6,44.5,41.1,63.0,17.0,36.7,1031.0,2014-05-14 09:00:00
0.5,43.4,47.1,56.7,16.0,26.6,1031.0,2014-05-14 10:00:00
0.5,40.7,50.7,51.6,14.0,18.1,1031.0,2014-05-14 11:00:00
0.4,37.5,57.7,51.0,15.0,12.6,1031.0,2014-05-14 12:00:00
0.3,34.6,69.4,46.7,16.0,7.2,1031.0,2014-05-14 13:00:00
0.3,40.3,71.2,28.4,12.0,3.0,1031.0,2014-05-14 14:00:00
0.3,40.2,81.0,14.5,10.0,2.4,1031.0,2014-05-14 15:00:00
0.3,23.3,99.7,14.8,14.0,2.0,1031.0,2014-05-14 16:00:00
0.3,25.3,98.5,,9.0,2.0,1031.0,2014-05-14 17:00:00
0.3,31.1,91.5,57.1,6.0,2.0,1031.0,2014-05-14 18:00:00
0.3,28.5,91.0,18.9,12.0,2.0,1031.0,2014-05-14 19:00:00
0.2,20.8,94.8,18.6,6.0,2.0,1031.0,2014-05-14 20:00:00
0.3,51.1,54.7,28.4,8.0,2.0,1031.0,2014-05-14 21:00:00
0.3,80.5,21.2,30.5,9.0,2.0,1031.0,2014-05-14 22:00:00
0.3,85.4,24.2,43.7,8.0,2.7,1031.0,2014-05-14 23:00:00
0.3,46.6,48.0,37.0,12.0,2.0,1031.0,2014-05-15 00:00:00
0.3,27.1,60.4,13.2,12.0,2.0,1031.0,2014-05-15 01:00:00
0.2,18.6,69.0,,7.0,2.0,1031.0,2014-05-15 02:00:00
0.2,15.4,74.3,14.8,13.0,2.3,1031.0,2014-05-15 03:00:00
0.3,62.1,33.5,18.5,4.0,3.3,1031.0,2014-05-15 04:00:00
0.5,119.5,2.0,48.5,31.0,30.9,1031.0,2014-05-15 05:00:00
0.3,97.6,2.0,57.3,21.0,13.6,1031.0,2014-05-15 06:00:00
0.4,91.8,10.0,55.4,21.0,15.5,1031.0,2014-05-15 07:00:00
0.5,54.2,36.8,82.1,22.0,19.4,1031.0,2014-05-15 08:00:00
0.7,49.0,41.1,128.4,37.0,37.6,1031.0,2014-05-15 09:00:00
0.8,46.5,44.0,156.2,52.0,49.3,1031.0,2014-05-15 10:00:00
0.6,38.5,64.5,218.5,62.0,29.3,1031.0,2014-05-15 11:00:00
0.5,42.9,71.5,349.6,98.0,11.3,1031.0,2014-05-15 12:00:00
0.4,33.5,84.4,424.4,121.0,7.6,1031.0,2014-05-15 13:00:00
0.4,41.5,84.2,380.6,116.0,10.1,1031.0,2014-05-15 14:00:00
0.5,45.4,85.9,331.5,109.0,14.5,1031.0,2014-05-15 15:00:00
0.5,51.2,88.3,283.5,94.0,11.5,1031.0,2014-05-15 16:00:00
0.5,75.3,71.7,249.5,81.0,9.7,1031.0,2014-05-15 17:00:00
0.4,49.3,111.6,311.4,86.0,5.9,1031.0,2014-05-15 18:00:00
0.5,57.9,124.3,332.9,103.0,7.7,1031.0,2014-05-15 19:00:00
0.5,58.0,119.6,292.4,99.0,8.5,1031.0,2014-05-15 20:00:00
0.5,46.7,124.2,279.5,108.0,7.4,1031.0,2014-05-15 21:00:00
0.5,66.2,84.3,225.1,93.0,6.0,1031.0,2014-05-15 22:00:00
0.5,72.2,66.2,165.0,62.0,5.2,1031.0,2014-05-15 23:00:00
